num_players,player_stack,player_cards,pre_flop,flop,decision_flop,turn,decision_turn,river,decision_river,net_result,winners
4,12.91,2d Js,"has, received, received, checks",3d Ac 3h,"folds, does",,,,folded,-0.25,No
4,59.73,4d Ac,"received, received, folds",Kc Kh 7s,,,,,,0.0,so_it_goes
4,12.91,3s Kd,"received, received, folds, does",,,,,,folded,0.0,No
6,57.84,8h 8s,"received, received, raises",3d Ah As,bets,Qd,"bets, folds, does",,folded,-5.28,zionnoiz
6,50.08,5d Qh,"has, received, received, folds, does",,,,,,folded,-0.25,Indigol
6,54.18,9d Jh,"received, received, folds",5c 6h Kc,,,,,,0.0,38979
6,25.0,8s 8c,"has, received, received, raises",Qs 5c 2d,bets,6h,bets,5h,checks,-4.95,Jepare
4,56.23,Ad Kc,"received, received, raises, mucks, mucks",,,,,,,3.5,IlxxxlI
4,50.0,6s Ad,"has, received, received, calls",3h 10d 9s,"checks, folds, does",,,,folded,-0.5,I_JUST_GOTTA
6,50.0,2s 5h,"received, received, folds",6c 8c Ah,,5s,,,,0.0,AAADRUNKKK
4,50.14,Kc Jc,"has, received, received, calls",3s 8d 2s,"checks, folds, does",,,,folded,-1.0,Indigol
6,54.18,Kh 9s,"received, received, folds, does",,,,,,folded,0.0,imperceptible
5,12.91,3c 8h,"received, received, folds",5c 2d 7s,,8c,,7h,,0.0,SCON
4,50.0,Qd 2c,"has, received, received, folds, does",,,,,,folded,-0.5,mandolorian
6,25.0,9s 2h,"received, received, folds, does",,,,,,folded,0.0,Jepare
6,53.0,7h Kd,"has, received, received, calls",Ks 10s 6c,calls,As,checks,2d,"folds, folded",-2.92,Indigol
5,51.68,4c Ad,"has, received, received, raises",10s Kc 7h,"bets, mucks, mucks",,,,,4.55,IlxxxlI
6,50.0,Ad Ah,"received, received, raises",10c 9d 4d,"caps, mucks, mucks",,,,,7.84,IlxxxlI
6,54.43,9s,"has, received, received, folds, does",,,,,,folded,-0.25,Indigol
6,50.25,Kd 5h,"has, received, received, folds",9h Qd Ad,,8s,,Kc,,-0.25,BananaMango
6,25.0,5d,"received, received, folds",2d 10d Ad,,,,,,0.0,Jepare
4,52.68,7d,"has, received, received, folds, does",,,,,,folded,-1.0,so_it_goes
6,50.0,3d 9d,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
5,12.91,4h,"received, received, folds",3h 3c 10c,,2h,,8d,,0.0,Renewable
6,25.0,Js 6d,"received, received, folds, does",,,,,,folded,0.0,Sonic3Dblast
3,50.14,3c 8c,"received, received, folds, does",,,,,,folded,0.0,imperceptible
5,54.93,7c 2c,"has, received, received, folds, does",,,,,,folded,-0.5,38979
6,50.0,7h Ks,"received, received, folds, does",,,,,,folded,0.0,BananaMango
6,53.0,9s 2s,"received, received, folds",9d 3h 4d,,,,,,0.0,MyDegenSon
4,52.68,6c Qh,"received, received, folds",Ad 10s 3c,,,,2s,,0.0,so_it_goes
6,53.0,Qs Jh,"received, received, folds, does",,,,,,folded,0.0,38979
5,12.91,8h,"received, received, folds, does",,,,,,folded,0.0,Renewable
6,50.0,7s,"has, received, received, folds",3s 10d Qh,,Jc,,,,-0.25,Bungalow
6,50.0,3s 4h,"received, received, folds, does",,,,,,folded,0.0,imperceptible
5,54.93,5d 7s,"received, received, folds",Qh 6c Kc,,Kd,,8d,,0.0,walk506
6,50.0,3d Kc,"has, received, received, folds, does",,,,,,folded,-0.5,zionnoiz
6,52.25,Ad Qd,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
5,12.68,8s 5s,"has, received, received, calls",3c 7h Kh,"bets, mucks, mucks",,,,,0.23,IlxxxlI
3,50.39,6c 9d,"has, received, received, folds",2c 8c 6d,,2s,,4d,,-0.25,Indigol
6,25.0,Jc 6s,"received, received, folds",10h 10d Kh,,5d,,,,0.0,RipHarambe2016
5,52.68,5d,"received, received, folds",4c 9c 7c,,Js,,Ks,,0.0,so_it_goes
6,50.0,As Qc,"received, received, raises, mucks, mucks",,,,,,,2.25,IlxxxlI
5,51.18,9s Qs,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,12.93,3s 9c,"has, received, received, folds",2h 7c 9d,,,,,,-0.25,cboyker911
6,50.0,4c 3s,"received, received, folds",2d Qd 8h,,4h,,,,0.0,AAADRUNKKK
3,50.89,2d 7c,"has, received, received, folds",Qh 4s 8h,,,,,,-0.5,Indigol
4,12.93,5s Qd,"received, received, folds, does",,,,,,folded,0.0,No
5,51.68,7s 4d,"has, received, received, folds, does",,,,,,folded,-0.5,Jekkk88
6,25.0,4c 8d,"has, received, received, folds",9c 7d Qd,,5d,,2d,,-0.1,RipHarambe2016
6,50.0,2s Qs,"has, received, received, folds, does",,,,,,folded,-0.25,MyDegenSon
6,50.0,4h 3h,"received, received, folds",8d 6s 7d,,9c,,Ks,,0.0,imtyma13
5,54.93,Qc,"received, received, folds",8h 6s Js,,6c,,7h,,0.0,Indigol
2,50.5,9s,"has, received, received, raises, mucks, mucks",,,,,,,1.0,IlxxxlI
3,50.0,5h Qd,"has, received, received, mucks, mucks",,,,,,,0.5,IlxxxlI
6,50.0,Kd 3s,"received, received, folds",7h 6h 5d,,Js,,,,0.0,odel_nadel
3,50.89,Js Qh,"received, received, folds",5s 4d 8d,,,,,,0.0,Kustro_
5,54.93,As 8s,"received, received, folds, does",,,,,,folded,0.0,38979
3,50.89,7h 5d,"received, received, folds, does",,,,,,folded,0.0,imperceptible
6,50.0,6d Jh,"has, received, received, folds, does",,,,,,folded,-0.25,imperceptible
6,25.0,5c,"has, received, received, calls",Ac Kc 8d,"checks, folds, does",,,,folded,-0.5,Snowbumps
5,54.43,5s 5c,"has, received, received, raises, mucks, mucks",,,,,,,0.5,IlxxxlI
4,12.93,Jc,"received, received, folds",Ad Jd 8s,,6h,,3s,,0.0,SCON
3,50.5,Jc 6d,"has, received, received, folds",4c Qs 4h,,7d,,,,-0.5,manzey
4,52.68,Jc,"has, received, received, folds",9c 5h 3c,,,,,,-1.0,11
4,50.0,Kd 8c,"has, received, received, mucks, mucks",,,,,,,0.5,IlxxxlI
6,50.0,7d 9h,"received, received, folds",Ks Jd 2h,,,,,,0.0,Bungalow
3,51.14,Qd 3h,"has, received, received, folds, does",,,,,,folded,-0.25,imperceptible
6,50.0,Ac Qc,"has, received, received, raises",6h 9c 8d,bets,7c,bets,4d,checks,-12.79,odel_nadel
5,56.93,9d,"has, received, received, calls",Ah 9h Ks,calls,3d,checks,5h,"folds, folded",-2.5,38979
6,50.0,8c 4c,"has, received, received, calls",2d Kc Ac,"checks, calls",Ah,"checks, folds, does",,folded,-3.56,AAADRUNKKK
6,25.0,Kh 7s,"received, received, folds",Qh 6d 2h,,2c,,Jd,,0.0,Jepare
6,50.0,3c,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
4,52.68,9d 4d,"received, received, folds",Jc Kh 8c,,Ah,,4c,,0.0,Jekkk88
6,50.0,5h Kd,"received, received, folds, does",,,,,,folded,0.0,Steve_Nash13
4,12.93,7s,"received, received, folds",4s 4c 8c,,8h,,,,0.0,SCON
6,50.0,8c 2c,"received, received, folds",Kh 4s Ah,,9s,,9d,,0.0,imtyma13
6,50.0,6d,"received, received, folds, does",,,,,,folded,0.0,AAADRUNKKK
4,50.0,6s 4s,"has, received, received, calls",8h Jh 7d,"checks, folds, does",,,,folded,-2.0,gust
6,25.0,Qd 7s,"received, received, folds, does",,,,,,folded,0.0,RipHarambe2016
5,50.0,Qc 3c,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
6,50.0,9d 5c,"received, received, folds, does",,,,,,folded,0.0,Miami305919
4,52.68,6c 6s,"received, received, folds",4d Qc 5h,,,,,,0.0,Jekkk88
4,50.0,Qs 6d,"received, received, folds, does",,,,,,folded,0.0,MrCRABS333
5,56.93,4c,"received, received, folds",Ad Ah 3h,,,,,,0.0,38979
6,50.0,3s 9s,"received, received, folds",5h 5c 3d,,,,,,0.0,MyDegenSon
4,52.68,9h 2s,"received, received, folds, does",,,,,,folded,0.0,11
6,25.0,9c Js,"received, received, folds, does",,,,,,folded,0.0,Jepare
4,56.93,Jc 7h,"received, received, folds, does",,,,,,folded,0.0,imperceptible
4,53.18,Qs Kc,"has, received, received, folds, does",,,,,,folded,-0.5,11
6,50.0,2h Qs,"has, received, received, folds",7c 3h 6d,,,,,,-0.25,zionnoiz
5,50.0,7h 6h,"received, received, folds",7d 2s Qd,,Kd,,5h,,0.0,BananaMango
5,50.0,5s,"received, received, folds",As 2d 5h,,Ks,,Qs,,0.0,aleks0v
6,50.0,9d 4h,"has, received, received, folds",7s 9h 8d,,,,,,-0.5,zionnoiz
6,50.0,7s 7d,"received, received, calls",Ad As Qh,checks,Jd,"folds, folded",Jh,,-1.5,Indigol
4,56.93,8c 9c,"received, received, folds, does",,,,,,folded,0.0,imperceptible
6,50.0,3h Kh,"received, received, folds, does",,,,,,folded,0.0,imtyma13
5,14.22,4s As,"has, received, received, calls",5h 3d 8c,"checks, calls",9d,"checks, calls",Qh,"checks, folds, folded",-1.29,No
6,50.0,5s 8c,"has, received, received, folds, does",,,,,,folded,-0.5,gust
4,57.18,7d 8s,"has, received, received, folds, does",,,,,,folded,-0.25,MrCRABS333
6,50.0,5h 7h,"received, received, folds, does",,,,,,folded,0.0,Miami305919
5,50.0,Jh 2s,"received, received, folds",Qc 10s Jd,,7d,,6s,,0.0,AAADRUNKKK
6,50.25,Jh Kc,"has, received, received, raises, folds, does",,,,,,folded,-1.65,odel_nadel
6,50.0,3s Qc,"has, received, received, folds, does",,,,,,folded,-1.0,rockyWON
5,50.0,Ac,"has, received, received, calls",9d 6c 3c,checks,7c,checks,Qc,"bets, mucks",3.18,IlxxxlI
4,57.68,2h Qs,"has, received, received, folds, does",,,,,,folded,-0.5,imperceptible
6,27.65,9d 9s,"received, received, raises, calls",Kh 3d 5d,checks,Kc,calls,6d,"folds, folded",-8.77,Jepare
6,50.0,6c Qd,"received, received, folds",Js Jc 2c,,,,,,0.0,zionnoiz
5,13.3,6c,"has, received, received, checks",Jc 6d 4d,"checks, raises, mucks, mucks",,,,,0.92,IlxxxlI
5,50.0,8c Ac,"has, received, received, raises, is, folds, does",,,,,,folded,-4.0,odel_nadel
5,50.0,5c 2h,"received, received, folds",7s 10c Kc,,,,,,0.0,11
6,27.75,4c 6h,"has, received, received, folds, does",,,,,,folded,-0.1,RipHarambe2016
6,50.75,Kh 9s,"has, received, received, folds",Ks 10s 5h,,,,,,-0.5,MyDegenSon
5,57.68,Jd,"received, received, folds",3c 9h 4s,,,,,,0.0,Indigol
5,50.0,4c,"received, received, folds",Ah 2c 8c,,,,,,0.0,11
5,13.3,Qc 5h,"received, received, folds",As 3d 6d,,,,,,0.0,Renewable
5,50.0,Qs 7s,"has, received, received, folds, does",,,,,,folded,-0.5,BananaMango
6,50.0,9d,"received, received, folds",2c 3d 7s,,8s,,8d,,0.0,Bungalow
5,57.68,Jc 8d,"received, received, folds, does",,,,,,folded,0.0,imperceptible
5,25.0,8s 4s,"has, received, received, calls",2d 2s Ks,"checks, calls",5c,checks,Qs,bets,2.75,IlxxxlI
5,50.0,3c 6d,"received, received, folds",8h 5s 4s,,,,,,0.0,KnobbyFinger
5,57.68,Kd 8s,"received, received, folds, does",,,,,,folded,0.0,Kustro_
6,50.75,Kd 7d,"received, received, folds",6c 2d 10s,,Ac,,3s,,0.0,odel_nadel
5,50.0,Kd 6c,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
5,50.0,8c Ks,"received, received, folds, does",,,,,,folded,0.0,KnobbyFinger
5,13.3,2s Qc,"received, received, folds",Jc 10s Qd,,,,,,0.0,No
6,50.0,Qh 7d,"has, received, received, folds",7s 2c 7c,,,,,,-0.25,Miami305919
5,57.93,6h,"has, received, received, folds, does",,,,,,folded,-0.25,piekasz
6,50.75,4c,"received, received, folds, does",,,,,,folded,0.0,Steve_Nash13
5,50.0,Jd 8s,"received, received, folds, does",,,,,,folded,0.0,Kustro_
5,50.0,5s Kh,"has, received, received, folds, does",,,,,,folded,-0.5,zionnoiz
5,50.75,4h 7c,"received, received, folds, does",,,,,,folded,0.0,MyDegenSon
5,13.3,Js,"received, received, folds",3s 6s Qs,,9h,,,,0.0,No
4,51.0,3s 3h,"has, received, received, raises",Js 5d 8h,"checks, folds, does",,,,folded,-3.0,Jekkk88
5,50.0,Kd 3d,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
4,50.0,Kd,"has, received, received, raises, mucks, mucks",,,,,,,1.0,IlxxxlI
5,50.75,7c,"has, received, received, calls",8c As 10h,"checks, calls",5d,checks,9s,"checks, raises, mucks",7.18,IlxxxlI
5,50.75,4d Ah,"received, received, folds, does",,,,,,folded,0.0,piekasz
5,50.0,Qd 7s,"received, received, folds",Jd 7d 9c,,3c,,,,0.0,Kustro_
5,13.3,6c Jh,"received, received, folds",4h Kc 9s,,5h,,Ah,,0.0,SkaHot
5,50.0,Js 2s,"has, received, received, calls",3d 10s 9h,bets,Kc,bets,9d,"checks, folds, folded",-1.63,odel_nadel
5,50.75,2s Jh,"received, received, folds, does",,,,,,folded,0.0,Indigol
5,50.0,8d 5c,"has, received, received, folds, does",,,,,,folded,-0.5,odel_nadel
6,65.09,Jd 9s,"received, received, folds, does",,,,,,folded,0.0,StoneCold0004
5,50.0,7d Jc,"has, received, received, folds",5s 4c 5h,,8d,,,,-0.25,Kustro_
5,13.4,7d,"has, received, received, folds",9d 6c 7c,,3s,,,,-0.1,cboyker911
6,65.09,8d,"received, received, folds, does",,,,,,folded,0.0,roastbeans
5,50.75,Qh 6h,"received, received, folds, does",,,,,,folded,0.0,piekasz
5,51.6,Ad Qd,"received, received, raises, calls",9h 7c Kh,"folds, does",,,,folded,-6.0,38979
5,50.0,Kh 2c,"has, received, received, folds, does",,,,,,folded,-0.5,Kustro_
6,64.34,5c 8c,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
5,50.0,9c As,"received, received, folds, does",,,,,,folded,0.0,imperceptible
5,50.0,Ac 6c,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
5,12.5,8h 8d,"has, received, received, raises",6s Ac 5h,"bets, mucks, mucks",,,,,0.9,IlxxxlI
6,64.59,9c 7d,"has, received, received, folds, does",,,,,,folded,-0.25,Indigol
5,50.0,Kh 4s,"has, received, received, folds, does",,,,,,folded,-0.25,imperceptible
6,65.09,Kc 7d,"has, received, received, folds, does",,,,,,folded,-0.5,StoneCold0004
5,50.0,2c 6c,"received, received, folds",Qh As 10d,,Jc,,3d,,0.0,BananaMango
5,12.5,2c Jd,"received, received, folds",Kc 7d 5d,,,,,,0.0,SkaHot
5,50.0,,"received, received, raises",Qh 2d 2c,checks,7c,"bets, mucks, mucks",,,1.6,IlxxxlI
5,50.0,8c 6h,"received, received, folds, does",,,,,,folded,0.0,MyDegenSon
5,50.0,2d 7h,"has, received, received, folds",2s 6d 9d,,Kh,,Qd,,-0.5,Kustro_
5,50.0,7s 3h,"has, received, received, folds",6d 2d 2h,,,,,,-0.25,odel_nadel
5,12.5,3d 8d,"received, received, folds",4c 2h Ad,,7s,,Qs,,0.0,Renewable
5,50.0,4c 3c,"has, received, received, folds, does",,,,,,folded,-0.5,38979
5,50.0,6h Jc,"received, received, folds",2c 9c Jd,,4s,,Kh,,0.0,AAADRUNKKK
4,50.0,Jh 8c,"received, received, folds, does",,,,,,folded,0.0,AAADRUNKKK
5,12.5,Qd Jh,"received, received, folds",9h 8s Ks,,,,,,0.0,No
6,50.75,Qc Qd,"received, received, raises",6d 6c 10d,bets,7h,bets,6s,"bets, mucks",14.34,IlxxxlI
6,50.75,5s 8d,"received, received, folds, does",,,,,,folded,0.0,StoneCold0004
5,12.5,2c Jh,"received, received, folds",5d 8c As,,7d,,Qc,,0.0,cboyker911
6,50.75,8s 4h,"received, received, folds, does",,,,,,folded,0.0,Indigol
5,51.25,Jh,"has, received, received, raises",2h 10c Qc,"checks, calls",7c,"checks, folds, does",,folded,-11.15,odel_nadel
6,50.0,5c Qc,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,50.25,4s Jh,"has, received, received, folds, does",,,,,,folded,-0.25,roastbeans
5,53.25,5h 3h,"has, received, received, calls",Qh Ac 2s,bets,Jc,"bets, folds, does",,folded,-2.0,AAADRUNKKK
6,50.0,Ad,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
5,53.25,7h As,"received, received, folds, does",,,,,,folded,0.0,lonleyronin
5,12.5,4c Jd,"has, received, received, folds",8c 3s 9c,,Ks,,,,-0.1,No
6,52.5,8h 8c,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
4,12.5,2c 7c,"has, received, received, folds",8h 7s Qs,,3c,,,,-0.25,Renewable
6,52.5,5s 6h,"received, received, folds",Qh 9s Qc,,2h,,7d,,0.0,"lonleyronin, TheN00N"
6,52.75,Jd 2h,"has, received, received, folds, does",,,,,,folded,-0.25,imperceptible
6,53.25,6d Jh,"has, received, received, folds",10d Ad Kc,,,,,,-0.5,odel_nadel
6,52.5,Qd Kd,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,52.5,6h 3s,"received, received, folds, does",,,,,,folded,0.0,lonleyronin
6,51.75,Qd Js,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,51.75,2h,"received, received, folds, does",,,,,,folded,0.0,AAADRUNKKK
6,52.0,4d 7s,"has, received, received, folds, does",,,,,,folded,-0.25,TheN00N
6,51.75,2s 6h,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
6,51.75,7s 8d,"received, received, folds, does",,,,,,folded,0.0,lonleyronin
6,51.75,2d Qd,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
6,51.75,2s 3d,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
6,51.75,5d 9d,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
6,52.0,5h 7c,"has, received, received, folds",8s Kh Ks,,6h,,5d,,-0.25,imperceptible
6,50.0,8d Kc,"has, received, received, raises, mucks, mucks",,,,,,,2.0,IlxxxlI
2,51.25,9c Qs,"has, received, received, folds",10d 8s 2h,,2s,,9d,,-0.25,Indigol
5,100.45,Jd 8d,"received, received, raises, is, mucks, mucks",,,,,,,0.75,IlxxxlI
5,32.72,8c 7h,"received, received, folds, does",,,,,,folded,0.0,PScope
4,32.26,4s 9h,"has, received, received, folds, does",,,,,,folded,-0.1,IampokerKidd
7,25.0,7s 5c,"has, received, received, folds",4d 9s Ad,,,,,,-0.1,afvet333
5,103.03,2h 8h,"has, received, received, folds",7h Jc 7d,,Js,,6d,,-0.25,QDevilQ
6,53.38,Ad 4s,"received, received, folds",9c 6h 7d,,Qc,,8c,,0.0,odel_nadel
4,32.51,Kh 3s,"has, received, received, folds, does",,,,,,folded,-0.25,MikiFinn
4,50.0,Ac 8s,"has, received, received, folds, does",,,,,,folded,-0.5,Mr
6,12.5,9h Ac,"received, received, folds",Ah Ks 4h,,,,,,0.0,xROCKETMANx
5,104.45,Qc Kh,"has, received, received, raises, folds, does",,,,,,folded,-4.0,Indigol
5,41.37,Kd Js,"has, received, received, calls",8h 7s Qd,checks,5s,"checks, raises, mucks, mucks",,,1.46,IlxxxlI
5,32.72,Jd,"received, received, folds",Ac Qc 3d,,6h,,5d,,0.0,afvet333
5,32.51,3s 6s,"received, received, folds, does",,,,,,folded,0.0,SkaHot
6,52.63,6c 5c,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
5,103.53,4s Ad,"has, received, received, folds, does",,,,,,folded,-0.5,QDevilQ
4,50.0,2s 3d,"received, received, folds, does",,,,,,folded,0.0,Xamroll
7,25.0,5s 5d,"has, received, received, folds, does",,,,,,folded,-0.25,afvet333
7,25.0,Jc,"received, received, folds, does",,,,,,folded,0.0,AAADRUNKKK
4,50.0,Js 7s,"received, received, folds, does",,,,,,folded,0.0,Mr
5,32.51,8s 3c,"received, received, folds",Qh 6c Jc,,,,,,0.0,ADAPTorDIE
5,103.53,2c 5h,"received, received, folds, does",,,,,,folded,0.0,Bustotheclown
4,32.61,6s,"has, received, received, folds, does",,,,,,folded,-0.1,SkaHot
6,25.0,Js,"received, received, folds, does",,,,,,folded,0.0,IampokerKidd
4,50.0,2s,"received, received, folds, does",,,,,,folded,0.0,SCON
5,101.0,Kh 3h,"has, received, received, calls",Kd Js 3c,"checks, calls",Jc,checks,7h,"bets, mucks",3.45,IlxxxlI
6,103.53,5h 3s,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
6,12.5,4h Kh,"received, received, folds",7s 6s 2d,,,,,,0.0,SkaHot
8,29.07,4c Kh,"received, received, folds",6h 7d 8c,,8h,,,,0.0,loro16
6,32.72,Qc Jh,"received, received, folds",4d 9c 8h,,8d,,Qh,,0.0,afvet333
6,51.14,4s Ks,"has, received, received, raises",9c Jh Qd,checks,7s,checks,4c,checks,1.49,IlxxxlI
6,25.0,3c,"received, received, folds, does",,,,,,folded,0.0,AAADRUNKKK
4,32.86,4d 6c,"has, received, received, folds, does",,,,,,folded,-0.25,ADAPTorDIE
5,41.37,Qd,"received, received, folds",9d 6s 5c,,8h,,4s,,0.0,GrandeGeorge
6,51.64,Js 6h,"has, received, received, folds, does",,,,,,folded,-0.5,QDevilQ
6,32.82,7h Qc,"has, received, received, folds, does",,,,,,folded,-0.1,afvet333
5,50.0,Qs 2s,"has, received, received, calls",10d 7s 5c,bets,6c,"checks, folds, does",,folded,-1.13,Mr
6,12.5,6s,"received, received, folds, does",,,,,,folded,0.0,MikiFinn
5,41.37,5c,"received, received, folds, does",,,,,,folded,0.0,BALIOLIS
6,103.53,5h 2s,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
8,29.07,3h Jc,"received, received, folds",8s 10c 8c,,7s,,5s,,0.0,common4prez
6,51.64,5c Qc,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
6,25.0,Jh 6c,"received, received, folds",7h 10s As,,,,,,0.0,FetusMunch
4,41.37,Qh 6d,"received, received, folds, does",,,,,,folded,0.0,MikiFinn
6,12.5,8s 2h,"received, received, folds, does",,,,,,folded,0.0,xROCKETMANx
6,51.64,6d Ac,"received, received, folds, does",,,,,,folded,0.0,moble1am84
6,33.32,Qc Jd,"has, received, received, calls",9d 4d 7h,"checks, folds, does",,,,folded,-0.5,afvet333
6,12.5,9c 6h,"has, received, received, folds, does",,,,,,folded,-0.1,SkaHot
5,50.75,6c 6d,"has, received, received, calls",Qh 8h 8d,checks,Ac,"checks, folds, does",,folded,-1.5,SCON
8,29.07,8c Js,"received, received, folds, does",,,,,,folded,0.0,Maria_Pia
4,25.0,Js Jd,"received, received, raises",5s 3s 9c,bets,8s,"checks, calls",2s,"checks, calls",7.86,IlxxxlI
6,101.0,4c 9c,"received, received, folds, does",,,,,,folded,0.0,Indigol
6,51.64,7h,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
7,26.02,Kc Ks,"received, received, raises",Ad 9s 3s,"raises, folds, does",,,,folded,-3.5,afvet333
5,41.14,As 2h,"has, received, received, calls",5d Ad 9c,checks,5c,checks,8d,checks,0.23,IlxxxlI
5,50.0,Ks Jh,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,34.07,Ah Jc,"received, received, raises",Qs 9d 4h,checks,6d,"folds, does",,folded,-0.75,afvet333
6,118.53,8h Qh,"has, received, received, calls, raises",Qc 7d Ac,bets,,checks,2c,"checks, mucks",-15.0,odel_nadel
6,12.5,5c 7c,"has, received, received, folds",7d 5d 3c,,2s,,,,-0.25,IampokerKidd
5,41.39,6d 3h,"has, received, received, folds, does",,,,,,folded,-0.25,enroute
6,101.0,5d 6s,"received, received, folds, does",,,,,,folded,0.0,groshelnik
5,50.0,7c Jd,"received, received, folds, does",,,,,,folded,0.0,SCON
6,51.64,6s Qs,"received, received, folds, does",,,,,,folded,0.0,odel_nadel
5,41.39,Kh 8s,"received, received, folds, does",,,,,,folded,0.0,BALIOLIS
6,34.07,6c As,"received, received, folds, does",,,,,,folded,0.0,ADAPTorDIE
8,29.07,Ad 5d,"received, received, folds",6h 10d 3d,,5s,,4s,,0.0,common4prez
5,50.0,Jh 7s,"received, received, folds, does",,,,,,folded,0.0,Xamroll
5,25.0,3s Jc,"received, received, folds",9c 4d 3d,,9d,,Qd,,0.0,ADAPTorDIE
6,12.5,6c 3s,"received, received, folds, does",,,,,,folded,0.0,IampokerKidd
5,41.39,8h,"received, received, folds, does",,,,,,folded,0.0,enroute
6,51.14,Ah 8c,"has, received, received, raises, mucks, mucks",,,,,,,0.5,IlxxxlI
6,119.03,2d 7h,"has, received, received, folds, does",,,,,,folded,-0.5,Bustotheclown
5,41.39,6d Kd,"received, received, folds, does",,,,,,folded,0.0,BALIOLIS
6,12.5,8s,"received, received, folds, does",,,,,,folded,0.0,SkaHot
6,34.07,2d Ah,"received, received, folds",2c Qc 4h,,,,,,0.0,afvet333
6,12.5,5c 2c,"received, received, folds, does",,,,,,folded,0.0,judobluff
6,98.75,5d Ad,"received, received, raises, mucks, mucks",,,,,,,2.25,IlxxxlI
6,51.64,2h 9s,"has, received, received, folds, does",,,,,,folded,-0.5,odel_nadel
8,29.17,6d 9c,"has, received, received, folds",3s Ks 8s,,,,5d,,-0.1,Maria_Pia
